Participant_id,Race_2,Race_4,Race_5,Race_7,Race_8,Race_1,Race_10,race_sum,Race_10_TEXT,Sexual_Orientation_1,Sexual_Orientation_2,Sexual_Orientation_3,Sexual_Orientation_4,Sexual_Orientation_5,Sexual_Orientation_6,Sexual_Orientation_7,Sexual_Orientation_8,sex_ori_sum,Sexual_Orientation_8_TEXT,Gender_Identity_1,Gender_Identity_2,Gender_Identity_3,Gender_Identity_4,Gender_Identity_5,Gender_Identity_6,Gender_Identity_7,Gender_Identity_8,Gender_Identity_9,Gender_Identity_10,gender_sum,Gender_Identity_10_TEXT,SAAB,Out_HS,Out_HS_3_TEXT,Certain_HS,Certain_HS_5_TEXT,Demographics_HS_1,Demographics_HS_2,Demographics_HS_3,Demographics_HS_4,Demographics_HS_8,Demographics_HS_8_TEXT,Demographics_State_54,Demographics_State_4,Demographics_State_5,Demographics_State_6,Demographics_State_7,Demographics_State_8,Demographics_State_9,Demographics_State_10,Demographics_State_53,Demographics_State_11,Demographics_State_12,Demographics_State_13,Demographics_State_14,Demographics_State_15,Demographics_State_16,Demographics_State_17,Demographics_State_18,Demographics_State_19,Demographics_State_20,Demographics_State_21,Demographics_State_22,Demographics_State_23,Demographics_State_24,Demographics_State_25,Demographics_State_26,Demographics_State_27,Demographics_State_28,Demographics_State_29,Demographics_State_30,Demographics_State_31,Demographics_State_32,Demographics_State_33,Demographics_State_34,Demographics_State_35,Demographics_State_36,Demographics_State_37,Demographics_State_38,Demographics_State_39,Demographics_State_40,Demographics_State_41,Demographics_State_42,Demographics_State_43,Demographics_State_44,Demographics_State_45,Demographics_State_46,Demographics_State_47,Demographics_State_48,Demographics_State_49,Demographics_State_50,Demographics_State_51,Demographics_State_52,Demograpics_GradYR,Commitment_check_,Class_content_1,Class_content_2,Class_content_3,Class_content_4,Class_content_5,Class_content___rep_1,Class_content___rep_2,Class_content___rep_3,Class_content___rep_4,Class_content___rep_5,Gender_in_Health_Ed_1,Gender_in_Health_Ed_2,Gender_in_Health_Ed_3,Gender_in_Health_Ed_4,Gender_in_Health_Ed_5,Gender_in_Health_Ed_6,Gender_in_Health_Ed_7,Gender_in_Health_Ed_8,Gender_in_Health_Ed_9,Gender_in_Health_Ed_10,LGBTQ_support_1,LGBTQ_support_2,Policies_disc_1,Policies_disc_2,Policies_disc_3,Policies_disc_4,Policies_disc_5,Policies_disc_6,Policies_disc_7,Policies_disc_8,Policies_inc_1,Policies_inc_2,Policies_inc_3,Policies_inc_4,Policies_inc_5,Policies_inc_6,bathrooms_available,bathrooms_accessible,Attention_Check_2,Policies___Practice_1,Policies___Practice_2,Policies___Practice_3,Victimization___mis_1,Victimization___mis_2,Victimization___mis_3,Victimization___mis_4,verbal_vic_1,verbal_vic_2,verbal_vic_3,Victimization___out_1,Victimization___out_2,Victimization___ind_1,Victimization___ind_2,Victimization___ind_3,LGBTQ__faculty_1,LGBTQ__faculty_2,LGBTQ__facultyATT,LGBTQ__Community_1,LGBTQ__Community_2,LGBTQ__Community_3,LGBTQ__Community_4,LGBTQ__Community_5,LGBTQ__Community_6,LGBTQ__Community_7,absenteeism,accepted,safe,unsafe,missed_classes,discrimination_1,discrimination_2,discrimination_3,depression_1,depression_2,depression_3,depression_4,depression_5,depression_6,depression_7,depression_8,anxiety_1,anxiety_2,anxiety_3,anxiety_4,anxiety_5,anxiety_6,anxiety_7,anxiety_8,teacher_inclus_1,teacher_inclus_2,teacher_inclus_3,teacher_inclus_4,teacher_inclus_5,teacher_inclus_6,teacher_inclus_7,teacher_inclus_8,Gender_in_Health_Ed_1r,Gender_in_Health_Ed_2r,MAP_rank,shed_exc,shed_vic,shed_mis,anx_scaleT,dep_scale,welc_clim,inc_pol,parent_scl,vic_ind_scl,vic_out_scl,vic_mis_scl,intra_vic
5bc640334b3be500012d36aa,0,0,0,0,0,1,0,1,-99,0,0,0,0,1,0,0,0,1,-99,0,0,0,0,0,0,0,1,0,0,1,-99,2,,,,,1,0,0,1,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,2,2,2,5,5,5,2,1,5,4,1,7,7,3,6,1,7,5,1,4,4,1,5,5,5,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,,4,2,6,3,3,3,3,3,6,5,6,4,4,3,3,6,4,4,1,-99,-99,-99,2,-99,-99,-99,3,3,2,1,1,5,4,3,3,3,4,2,3,2,2,1,2,3,3,3,3,4,4,3,2,1,5,3,2,2,2,3,1,1,1,7,4.33333333,6,45.06,12,3.2,,,4,4,3,
63bc72e1171fb0c2103c571f,0,0,0,0,0,1,0,1,-99,1,0,0,0,1,0,0,0,2,-99,0,0,0,0,1,0,0,0,0,0,1,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,2,7,6,7,5,4,2,2,2,2,1,7,7,6,7,1,6,6,6,3,2,6,5,3,5,-99,4,2,-99,1,3,2,2,1,1,2,1,2,,4,6,5,6,4,4,4,3,7,7,7,4,5,7,5,6,2,3,1,3,2,2,1,3,7,7,4,4,3,2,1,6,5,4,4,3,4,4,3,3,4,2,3,4,4,5,5,4,4,5,3,1,5,4,3,4,5,5,1,1,5,5.75,5.33333333,6,56.73,19,4.4,1.5,2,6,4.5,3.75,2.5
63d807d2bd92eca417a8d524,0,0,0,0,1,0,0,1,-99,0,0,0,1,1,0,1,0,3,-99,0,0,0,0,0,0,0,0,1,0,1,-99,1,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022,2,2,2,3,4,5,4,2,2,4,2,6,6,2,2,2,4,3,2,2,4,5,2,1,5,-99,4,-99,-99,1,-99,4,-99,-99,-99,-99,4,2,,4,6,6,5,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,4,5,5,1,1,6,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,7,6,7,7,7,7,2,2,1,6,2,3.5,23.01,0,6,4,1,1,1,1.5,1.25
5e64610fdca63b1e9c2c62c9,0,0,0,0,1,1,0,2,-99,0,0,1,0,0,0,0,0,1,-99,0,0,0,0,0,0,0,0,1,0,1,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,5,4,1,4,4,5,2,2,2,2,7,7,1,1,1,7,4,1,4,3,1,4,4,5,-99,4,-99,5,5,-99,-99,-99,-99,-99,-99,-99,2,,4,-99,2,3,4,3,4,3,7,2,5,-90,4,2,2,6,4,-99,1,6,7,6,-99,7,-99,-99,4,3,3,1,1,4,5,5,4,4,4,4,4,4,4,3,2,2,3,3,2,1,4,5,4,2,6,4,3,4,1,5,1,1,5,7,2,5.5,41.17,23,4.4,,5,3.33,4,3.5,6.5
5e095685ae7b30245cc82780,1,0,0,0,0,0,0,1,-99,0,1,0,0,0,0,1,0,2,-99,0,0,0,0,1,0,1,0,1,0,3,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,7,6,1,7,7,1,1,1,1,1,7,7,4,4,1,7,7,5,1,4,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,2,,4,1,1,1,-99,-99,-99,-99,7,6,-99,-90,-90,4,1,5,2,-99,1,-99,-99,-99,-99,-99,-99,-99,4,1,2,3,4,1,4,1,4,4,4,4,4,4,4,2,4,5,5,5,5,5,5,5,1,1,7,1,1,1,1,2,1,1,2,6,3,7,63.22,22,1.2,1,1,3.33,,,
65107c535bd8683fe9bbe22d,0,0,0,0,0,1,0,1,-99,1,0,0,0,0,0,0,0,1,-99,0,0,0,0,0,0,0,1,0,0,1,-99,2,,,,,0,0,1,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2,7,6,2,6,7,1,1,1,1,1,7,7,6,5,1,6,6,1,7,7,1,5,5,5,-99,4,-99,-99,4,-99,2,1,2,1,2,2,2,,4,2,1,1,5,5,5,5,7,6,6,4,5,4,6,7,-99,-99,1,2,2,2,1,2,2,2,5,2,2,2,2,1,6,2,4,3,4,4,4,3,4,2,3,4,4,3,3,5,4,4,1,1,1,1,1,1,2,1,1,1,-99,7,6,6,51.55,20,1.2,1.67,4,5.67,4.5,5,2
5fc6f4cff3df11159190cbef,0,0,0,0,0,1,0,1,-99,0,1,0,0,0,0,0,0,1,-99,0,0,0,0,0,0,0,0,1,0,1,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2016,2,5,4,3,4,4,2,2,2,2,2,7,7,3,2,2,6,4,2,2,4,5,3,1,5,-99,4,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,1,1,4,5,-99,-99,3,2,3,3,6,2,-99,-90,4,2,2,3,4,3,1,2,2,2,1,2,1,2,3,3,3,1,1,4,3,4,3,2,4,2,3,2,2,1,2,2,2,3,3,3,3,3,5,2,5,3,5,5,4,5,1,1,3,6.5,2.33333333,5,39.87,11,4.2,,1,2.33,4,2.75,2
655906fe15e533cb7b6c3ed8,0,0,0,0,0,1,0,1,-99,0,0,1,0,0,0,0,0,1,-99,0,0,1,0,0,0,0,0,1,0,2,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,2,5,5,3,6,4,2,2,2,3,2,6,7,3,5,2,6,4,2,3,4,2,5,4,-99,-99,4,-99,-99,4,-99,3,2,-99,-99,2,-99,2,,4,2,-99,-99,4,-99,3,3,7,4,7,4,5,4,3,6,-99,-99,1,-99,-99,-99,-99,-99,4,4,3,3,2,1,1,3,5,2,3,3,4,2,4,3,4,2,4,3,3,4,4,5,5,4,2,2,5,3,5,6,4,5,2,1,5,6.25,3.66666667,5,54.14,17,3,2.33,4,4.33,4.5,3.33,
60d2681a54900d4e1cf3d392,0,0,0,0,0,1,0,1,-99,0,0,0,0,0,0,0,1,1,demisexual,0,0,0,1,0,0,0,0,0,0,1,-99,1,,,,,1,0,0,0,1,Charter School,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2,7,4,1,7,7,1,1,1,1,1,2,7,1,1,1,7,1,1,4,4,1,4,1,-99,-99,4,1,1,1,-99,-99,-99,-99,-99,-99,-99,2,,4,7,7,-99,-99,-99,-99,-99,7,4,6,-90,5,1,1,5,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,5,4,4,1,1,6,2,6,4,4,4,4,4,4,4,1,3,4,5,3,5,5,5,5,4,1,6,5,7,7,2,6,6,1,5,5.75,2,4,58.03,21,5.4,,1,2.33,5,,
61588bf060a3e57cb950a6da,1,0,0,0,0,0,0,1,-99,1,0,0,0,0,0,0,0,1,-99,0,0,0,0,0,1,0,0,0,0,1,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,2,5,5,4,4,4,2,2,2,2,3,7,7,5,7,2,7,7,1,7,5,1,4,5,5,4,4,4,5,-99,5,1,1,1,1,1,1,2,,4,2,3,3,5,4,5,4,6,5,6,4,4,2,3,-90,3,4,1,4,4,5,4,5,6,5,3,3,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,4,4,3,4,5,4,3,4,4,5,4,3,4,2,4,1,1,1,6.75,6.33333333,7,50.25,8,3.2,1,4.67,2.5,4,4.5,4.5
655a16913b290b956f1edad9,0,0,0,0,0,1,0,1,-99,0,1,0,0,0,0,0,0,1,-99,0,0,0,0,0,0,1,0,0,0,1,-99,1,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,2,5,2,5,4,2,5,3,5,6,1,4,5,2,5,6,5,4,4,2,7,1,1,1,5,1,4,4,3,1,2,2,1,1,1,1,5,2,,4,2,4,3,3,1,2,1,5,5,6,3,2,4,6,6,4,2,1,2,6,4,4,-99,6,7,3,3,4,1,1,5,5,3,3,2,2,4,3,3,3,4,3,1,3,4,2,2,4,3,3,5,4,4,4,4,4,6,4,3,2,3.75,3,4.5,41.17,16,4.2,1.83,1.75,5.33,2.5,1.75,4
653fbdd95826d8545fa0b36a,0,0,0,0,0,1,0,1,-99,0,0,0,1,0,0,0,0,1,-99,0,0,0,1,0,0,0,0,0,0,1,-99,1,,,,,1,1,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2,7,6,2,6,5,2,2,2,5,1,6,6,3,5,2,6,5,2,3,3,2,7,5,5,4,4,5,5,4,5,1,1,1,1,3,2,1,6,4,1,6,5,4,4,4,3,7,7,-99,4,5,7,6,6,4,-99,1,5,3,2,6,5,2,5,4,2,2,2,3,2,6,2,3,3,4,4,4,4,4,4,3,4,4,5,5,5,5,4,5,1,5,3,4,5,2,3,2,2,5,6,3.66666667,5.5,58.03,22,3,1.5,4.5,6.33,4.5,3.75,3.75
60ff38ebe2a6afae154729e2,0,0,0,0,0,1,0,1,-99,0,1,0,0,0,0,0,0,1,-99,0,0,0,0,0,0,0,0,1,0,1,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018,2,6,7,7,6,6,2,1,1,1,1,7,7,2,6,1,7,7,1,6,2,1,5,1,5,5,4,1,-99,1,-99,5,2,1,1,1,1,2,,4,6,-99,-99,4,3,3,3,6,3,5,5,5,2,2,5,-99,-99,1,5,-99,-99,2,-99,6,7,2,2,3,1,1,2,5,3,2,2,2,2,3,3,3,1,3,3,3,3,3,3,3,3,1,1,6,3,1,1,1,5,1,1,4,7,4.66666667,7,43.76,10,2.8,1.83,3,3,5,3.25,5
634dcfd2fa35799f61c9510a,0,0,0,0,0,1,0,1,-99,0,0,0,0,1,0,0,1,2,demiromantic ,0,0,0,0,0,0,0,0,1,0,1,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2,2,2,2,4,3,3,2,2,2,1,6,7,3,3,2,5,4,2,3,4,2,6,1,4,1,4,-99,-99,1,-99,1,-99,-99,-99,-99,4,2,,4,4,5,6,3,3,3,3,3,1,2,1,2,2,2,3,2,2,1,2,2,1,4,2,4,2,2,3,4,1,1,3,3,4,2,3,3,2,4,3,3,2,2,4,4,3,3,4,4,5,5,3,6,4,5,5,4,5,2,1,5,6.25,3,4.5,50.25,14,4.2,2.5,1,2.33,1.5,3,1.75
5fb6a673e13f8708ce782c71,0,0,0,0,0,1,0,1,-99,1,0,0,0,0,0,0,0,1,-99,0,0,0,0,1,1,1,0,0,0,3,-99,1,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2,5,3,2,6,3,1,1,1,2,1,7,7,5,5,1,7,6,1,5,2,1,2,2,4,-99,4,1,4,4,-99,1,1,-99,1,1,-99,2,,4,2,6,-99,3,3,-99,-99,6,2,-99,4,4,2,2,2,4,4,1,3,3,3,-99,-99,-99,-99,5,3,3,1,1,5,2,4,2,2,3,2,3,1,3,1,3,2,2,3,3,1,2,3,3,2,5,2,3,6,5,5,1,1,3,7,5,6.5,37.28,9,3.8,1,4,2,4,3,3
5dfee432056205b55d56fc83,0,0,0,1,1,1,0,3,-99,0,0,1,0,1,0,0,0,2,-99,0,0,0,0,0,1,0,0,0,0,1,-99,2,,,,,1,0,0,1,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,2,7,7,7,7,7,1,1,1,1,2,7,7,2,3,1,7,6,1,2,2,1,7,1,-99,2,4,1,-99,-99,5,3,3,2,2,2,3,2,,4,2,2,3,5,-99,-99,5,7,-99,7,4,4,6,7,6,5,4,1,2,2,6,1,3,4,5,5,1,1,5,5,1,7,1,4,4,4,2,4,4,4,2,5,5,5,5,5,5,5,5,5,3,5,3,2,5,2,5,1,1,3,7,2.33333333,6.5,64.52,20,3,2.5,3.5,6.33,4,5,3.25
654569d2ff4ee55f7dc63895,0,0,0,0,0,1,0,1,-99,0,0,1,1,0,0,0,0,2,-99,0,0,0,0,1,0,0,0,0,0,1,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2,1,4,1,7,7,1,1,1,1,1,7,7,6,5,1,1,1,1,5,4,1,6,1,5,-99,4,3,-99,-99,-99,2,1,1,2,-99,2,2,,4,5,1,5,3,4,4,5,7,5,6,4,5,1,1,7,4,-99,1,2,2,3,6,-99,4,6,5,1,2,3,5,1,5,1,4,4,4,4,4,4,4,1,2,4,5,3,5,5,5,5,2,1,5,1,2,5,5,5,1,1,-99,7,5.33333333,1,56.73,21,2,1.6,,3,4.5,4,2.33
63d4d112aa36fa1b09ce7c50,0,0,0,0,0,1,0,1,-99,0,0,0,0,1,0,0,0,1,-99,0,0,0,0,0,1,0,0,1,0,2,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,6,7,6,5,6,2,1,1,5,5,3,6,2,1,3,6,6,1,2,3,1,6,1,5,-99,4,-99,5,4,4,5,3,3,-99,4,5,1,3,4,6,6,4,4,5,3,3,7,7,7,4,5,6,5,6,-99,-99,1,2,1,1,1,2,5,5,3,2,1,1,1,2,6,1,4,4,3,4,3,4,4,2,5,4,4,5,5,4,4,5,5,3,7,3,5,6,7,6,5,2,5,5.25,1.66666667,6,59.33,20,3.4,4,4.33,5.67,4.5,3.75,1.5
5e28f70500bb310cf3934256,0,0,0,0,1,1,0,2,-99,0,1,0,0,0,0,0,0,1,-99,0,0,0,0,0,0,1,0,0,0,1,-99,1,,,,,1,1,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2,7,6,2,4,5,3,1,1,5,1,7,7,5,3,3,7,7,1,6,2,1,3,5,5,5,4,2,-99,-99,-99,1,1,1,-99,1,1,2,,4,1,3,1,5,5,5,5,7,5,5,-90,4,2,1,5,5,2,1,3,5,3,-99,-99,5,5,2,3,4,1,1,5,2,1,2,1,1,1,2,2,2,1,1,2,2,1,2,1,2,3,5,3,6,2,5,6,4,6,1,1,1,6.5,4.66666667,7,30.79,4,3.8,1,5,2.67,4,5,3.67
5cf48ac6639b150016eb82d3,0,0,0,0,0,1,0,1,-99,0,0,0,0,1,0,0,0,1,-99,0,0,1,0,0,1,0,0,0,1,3,"occasionally ""non-binary female"" feels like it fits too, but generally not",2,,,,,1,0,0,0,1,magnet art school,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,6,5,4,7,4,1,1,1,5,1,6,6,1,4,1,5,4,1,4,4,1,3,2,-99,4,4,-99,-99,4,-99,5,-99,-99,-99,3,3,1,2,4,5,6,-99,-99,-99,3,3,5,2,2,4,4,1,1,2,2,-99,1,2,4,4,1,4,1,2,3,4,4,1,1,6,3,4,4,3,4,3,4,3,3,1,3,3,3,4,4,5,4,4,5,2,5,5,5,4,6,5,2,2,5,6.5,3,4.5,51.55,17,5,3.67,4,1.33,4,3,3.5
6151517926ff8f856c7bc8d4,0,0,0,0,0,1,0,1,-99,0,1,0,0,0,0,0,0,1,-99,0,0,0,0,1,0,0,0,0,0,1,-99,2,,,,,1,0,0,1,0,-99,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,2,3,4,5,5,5,2,2,2,2,2,6,6,4,3,2,7,4,1,2,4,2,4,1,1,-99,4,1,-99,-99,-99,4,4,-99,-99,1,1,2,,4,3,6,-99,3,3,3,3,6,3,7,1,4,5,3,7,3,4,1,3,3,4,2,5,-99,2,3,1,2,2,2,2,6,2,2,2,3,3,2,1,2,2,3,3,3,4,4,3,4,4,3,1,5,3,3,4,3,4,2,2,5,6.25,3,5.5,48.95,9,2.8,2.5,,5,2.5,3,3.75
60c0e96d6e03fb74043010e0,0,0,0,0,0,1,0,1,-99,0,0,1,0,0,0,0,0,1,-99,0,0,0,0,1,0,0,0,0,0,1,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,2,7,7,3,7,7,1,1,2,2,1,7,7,5,5,1,7,5,2,3,3,2,6,1,5,5,4,-99,5,1,5,1,1,1,1,1,1,2,,4,1,2,2,5,5,5,5,7,6,7,5,5,1,6,7,5,5,1,5,6,6,1,6,7,-99,5,1,1,5,5,1,7,1,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,1,5,1,1,3,1,2,1,1,2,6.75,4.33333333,6,64.52,24,1.6,1,4,4.67,5,5,5.75
61091bcc83a87df3d6bdbcba,0,0,0,0,0,1,0,1,-99,0,0,1,1,0,0,0,0,2,-99,0,0,0,0,0,0,0,0,0,1,1,"AFAB, genderfluid ",2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,2,3,2,3,2,2,2,2,2,6,2,6,6,2,2,2,6,6,4,4,4,6,4,5,5,-99,4,1,-99,-99,-99,-99,-99,-99,-99,1,-99,2,,4,6,7,-99,3,3,3,3,7,2,6,-90,4,2,2,6,2,2,1,-99,-99,3,1,2,-99,2,2,3,3,1,1,5,3,5,4,4,4,4,4,2,4,2,3,3,4,4,4,4,4,4,6,6,6,5,5,6,6,6,2,2,3,5.5,2.66666667,6,51.55,20,5.4,1,,3.33,4,3,2.5
61017e504e37cdb6ad358058,0,0,0,0,0,1,0,1,-99,0,1,0,0,0,0,0,0,1,-99,0,0,0,0,0,1,0,0,0,0,1,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2,2,4,2,7,7,2,2,2,5,2,6,6,2,5,2,6,6,2,4,4,2,3,1,1,-99,4,-99,-99,1,1,2,1,-99,1,1,2,1,2,4,-99,2,-99,5,5,5,5,7,7,7,4,4,3,6,7,3,4,1,-99,-99,-99,-99,-99,6,-99,4,2,1,2,2,1,5,1,2,1,4,3,2,2,4,1,4,4,4,4,4,5,4,4,1,2,6,1,2,5,5,5,2,2,5,6,3.66666667,6,55.44,11,1.8,1.4,1,5.33,4,5,
62e029ff528ea30b4508eaf5,0,0,0,0,0,1,0,1,-99,0,1,0,0,0,0,0,0,1,-99,0,0,0,0,0,1,0,0,0,0,1,-99,2,,,,,0,0,0,0,1,Virtual Schooled,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020,2,1,4,4,4,4,1,1,1,1,1,7,7,1,1,3,7,1,1,1,4,1,1,1,-99,-99,4,1,-99,-99,1,-99,-99,-99,-99,-99,-99,2,,4,6,7,-99,-99,-99,-99,-99,1,1,1,1,-90,1,1,1,-99,-99,1,1,1,-99,1,-99,1,1,1,3,5,1,1,6,1,5,3,2,4,2,4,3,4,2,1,3,4,4,4,3,4,4,5,1,6,6,5,7,6,7,1,1,3,6.5,1,4,47.65,16,5.8,,1,1,1,,1
5d5f0b2e0e71190019c643f7,0,0,0,0,0,1,0,1,-99,0,1,0,0,0,0,0,0,1,-99,0,0,0,0,1,0,0,0,0,0,1,-99,2,,,,,1,0,0,0,0,-99,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,6,7,2,7,7,2,2,2,5,1,7,7,6,6,1,1,6,1,4,1,3,6,4,3,3,4,1,-99,-99,-99,3,1,2,1,1,3,2,,4,2,6,2,4,4,5,5,7,6,6,4,4,2,6,6,4,4,1,4,5,6,6,7,-99,5,4,1,1,4,1,2,6,1,3,4,4,4,4,4,2,2,3,4,4,3,3,4,4,4,2,1,5,2,2,2,2,1,1,1,5,7,5.33333333,3.5,50.25,19,1.6,1.83,3,4.67,4,4.5,5.5
